Sentence	entity_1	entity_2	json	split
Rapid detection of Newcastle disease virus replication in embryonated chicken eggs using quantitative real time polymerase chain reaction.	Newcastle disease virus,19,42,Organism/Species	chicken,70,77,Organism/Species	"[{""token"": ""Newcastle disease virus"", ""start_span"": 19, ""end_span"": 42, ""type"": ""Organism/Species""}, {""token"": ""chicken"", ""start_span"": 70, ""end_span"": 77, ""type"": ""Organism/Species""}]"	train
Quantitative real time reverse transcription polymerase chain reaction ( qRT - PCR) and conventional RT - PCR techniques were compared for the detection of NDV genome replication in 9 - 11 - day - old embryonated chicken eggs ( ECE) using the nucleoprotein ( NP) gene of the virus as a target.	NDV,156,159,Organism/Species	chicken,213,220,Organism/Species	"[{""token"": ""NDV"", ""start_span"": 156, ""end_span"": 159, ""type"": ""Organism/Species""}, {""token"": ""chicken"", ""start_span"": 213, ""end_span"": 220, ""type"": ""Organism/Species""}]"	train
Mink organs ( n = 299) obtained from 55 recently infected farms and 8 non - infected farms from 2008 to 2010 were tested by PCR, and the results were found to have a high correlation with the serological status of the mink.	Mink,0,4,Organism/Species	mink,218,222,Organism/Species	"[{""token"": ""Mink"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Organism/Species""}, {""token"": ""mink"", ""start_span"": 218, ""end_span"": 222, ""type"": ""Organism/Species""}]"	train
PCR positive samples were sequenced and phylogenetic analysis revealed high similarity within the analysed AMDV strains and to AMDV strains described previously.	AMDV strains,107,119,Organism/Species	AMDV strains,127,139,Organism/Species	"[{""token"": ""AMDV strains"", ""start_span"": 107, ""end_span"": 119, ""type"": ""Organism/Species""}, {""token"": ""AMDV strains"", ""start_span"": 127, ""end_span"": 139, ""type"": ""Organism/Species""}]"	train
Comparative sequence analysis of wheat and barley powdery mildew fungi reveals gene colinearity, dates divergence and indicates host - pathogen co - evolution.	wheat,33,38,Organism/Species	barley,43,49,Organism/Species	"[{""token"": ""wheat"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Organism/Species""}, {""token"": ""barley"", ""start_span"": 43, ""end_span"": 49, ""type"": ""Organism/Species""}]"	train
This revealed that B. g. tritici and B. g. hordei have diverged about 10 million years ago ( MYA), two million years after wheat and barley ( 12 MYA).	wheat,123,128,Organism/Species	barley,133,139,Organism/Species	"[{""token"": ""wheat"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Organism/Species""}, {""token"": ""barley"", ""start_span"": 133, ""end_span"": 139, ""type"": ""Organism/Species""}]"	train
Chikungunya virus ( CHIKV) is an arthritogenic mosquito - transmitted alphavirus that is undergoing reemergence in areas around the Indian Ocean.	Chikungunya virus,0,17,Organism/Species	CHIKV,20,25,Organism/Species	"[{""token"": ""Chikungunya virus"", ""start_span"": 0, ""end_span"": 17, ""type"": ""Organism/Species""}, {""token"": ""CHIKV"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Organism/Species""}]"	train
With this in mind we investigated innate immune reactions to CHIKV in human fibroblasts, a demonstrable in vivo target of virus replication and spread.	CHIKV,61,66,Organism/Species	human,70,75,Organism/Species	"[{""token"": ""CHIKV"", ""start_span"": 61, ""end_span"": 66, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 70, ""end_span"": 75, ""type"": ""Organism/Species""}]"	train
In summary, blood mDCs from untreated HIV - 1 - infected subjects displayed a proapoptotic profile that was partially reversed with viral suppression, suggesting that DC death may be a factor contributing to blood DC depletion in the setting of chronic, untreated HIV disease.	HIV - 1,38,45,Organism/Species	HIV,264,267,Organism/Species	"[{""token"": ""HIV - 1"", ""start_span"": 38, ""end_span"": 45, ""type"": ""Organism/Species""}, {""token"": ""HIV"", ""start_span"": 264, ""end_span"": 267, ""type"": ""Organism/Species""}]"	train
Human cytomegalovirus ( HCMV) virions are composed of a DNA - containing nucleocapsid surrounded by a tegument layer and host - derived lipid envelope studded with virally encoded glycoproteins.	Human cytomegalovirus,0,21,Organism/Species	HCMV,24,28,Organism/Species	"[{""token"": ""Human cytomegalovirus"", ""start_span"": 0, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""HCMV"", ""start_span"": 24, ""end_span"": 28, ""type"": ""Organism/Species""}]"	train
We sought to identify interactions among HCMV virion proteins using yeast two - hybrid analysis.	HCMV,41,45,Organism/Species	yeast,68,73,Organism/Species	"[{""token"": ""HCMV"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 68, ""end_span"": 73, ""type"": ""Organism/Species""}]"	train
This study reveals several new protein - protein interactions among HCMV tegument proteins, some of which are likely important for HCMV replication and pathogenesis.	HCMV,68,72,Organism/Species	HCMV,131,135,Organism/Species	"[{""token"": ""HCMV"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Organism/Species""}, {""token"": ""HCMV"", ""start_span"": 131, ""end_span"": 135, ""type"": ""Organism/Species""}]"	train
The pandemic H1N1 ( H1N1pdm) virus is the predominant influenza virus strain in the human population.	influenza virus,54,69,Organism/Species	human,84,89,Organism/Species	"[{""token"": ""influenza virus"", ""start_span"": 54, ""end_span"": 69, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 84, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
We have previously demonstrated that the introduction of temperature - sensitive mutations into the PB2 and PB1 genes of an avian H9N2 virus, combined with the insertion of a hemagglutinin ( HA) tag in PB1, resulted in an attenuated ( att) vaccine backbone for both chickens and mice.	H9N2 virus,130,140,Organism/Species	chickens,266,274,Organism/Species	"[{""token"": ""H9N2 virus"", ""start_span"": 130, ""end_span"": 140, ""type"": ""Organism/Species""}, {""token"": ""chickens"", ""start_span"": 266, ""end_span"": 274, ""type"": ""Organism/Species""}]"	train
Several lines of evidence have suggested that some naturally occurring mutations of hepatitis B virus ( HBV) play a critical role in hepatocellular carcinoma ( HCC).	hepatitis B virus,84,101,Organism/Species	HBV,104,107,Organism/Species	"[{""token"": ""hepatitis B virus"", ""start_span"": 84, ""end_span"": 101, ""type"": ""Organism/Species""}, {""token"": ""HBV"", ""start_span"": 104, ""end_span"": 107, ""type"": ""Organism/Species""}]"	train
A qualitative analysis of immune responses induced by a single dose of an H5N1 LAIV revealed that the vaccine induced robust systemic and mucosal immunity in mice.	H5N1,74,78,Organism/Species	mice,158,162,Organism/Species	"[{""token"": ""H5N1"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Organism/Species""}, {""token"": ""mice"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Organism/Species""}]"	train
The results showed that of the total 14 miRNAs encoded by MDV1, MDV1 - miR - M3 significantly promoted cell survival under treatment with cisplatin, a widely used chemotherapy drug.	MDV1,58,62,Organism/Species	MDV1,64,68,Organism/Species	"[{""token"": ""MDV1"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Organism/Species""}, {""token"": ""MDV1"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Organism/Species""}]"	train
Human immunodeficiency virus ( HIV) - positive individuals can be superinfected with different virus strains.	Human immunodeficiency virus,0,28,Organism/Species	HIV,31,34,Organism/Species	"[{""token"": ""Human immunodeficiency virus"", ""start_span"": 0, ""end_span"": 28, ""type"": ""Organism/Species""}, {""token"": ""HIV"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Organism/Species""}]"	train
Here we tested long - term nonprogressors ' ( LTNPs ') susceptibility to superinfection using Indian rhesus macaques that express the major histocompatibility complex class I ( MHC - I) allele Mamu - B 17, which is associated with control of the pathogenic AIDS virus SIVmac239.	Indian rhesus macaques,94,116,Organism/Species	virus SIVmac239,262,277,Organism/Species	"[{""token"": ""Indian rhesus macaques"", ""start_span"": 94, ""end_span"": 116, ""type"": ""Organism/Species""}, {""token"": ""virus SIVmac239"", ""start_span"": 262, ""end_span"": 277, ""type"": ""Organism/Species""}]"	train
Both LTNPs maintained robust immune responses, including simian immunodeficiency virus ( SIV) - specific CD8 ( +) and CD4 ( +) T cells and neutralizing antibodies.	simian immunodeficiency virus,57,86,Organism/Species	SIV,89,92,Organism/Species	"[{""token"": ""simian immunodeficiency virus"", ""start_span"": 57, ""end_span"": 86, ""type"": ""Organism/Species""}, {""token"": ""SIV"", ""start_span"": 89, ""end_span"": 92, ""type"": ""Organism/Species""}]"	train
Induction of type I interferon secretion through recombinant Newcastle disease virus expressing measles virus hemagglutinin stimulates antibody secretion in the presence of maternal antibodies.	Newcastle disease virus,61,84,Organism/Species	measles virus,96,109,Organism/Species	"[{""token"": ""Newcastle disease virus"", ""start_span"": 61, ""end_span"": 84, ""type"": ""Organism/Species""}, {""token"": ""measles virus"", ""start_span"": 96, ""end_span"": 109, ""type"": ""Organism/Species""}]"	train
Measles virus ( MV) vaccine effectively protects seronegative individuals against infection.	Measles virus,0,13,Organism/Species	MV,16,18,Organism/Species	"[{""token"": ""Measles virus"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Organism/Species""}, {""token"": ""MV"", ""start_span"": 16, ""end_span"": 18, ""type"": ""Organism/Species""}]"	train
In contrast to MV, NDV - H induced high levels of type I interferon in plasmacytoid dendritic cells and in lung tissue.	MV,15,17,Organism/Species	NDV - H,19,26,Organism/Species	"[{""token"": ""MV"", ""start_span"": 15, ""end_span"": 17, ""type"": ""Organism/Species""}, {""token"": ""NDV - H"", ""start_span"": 19, ""end_span"": 26, ""type"": ""Organism/Species""}]"	train
In vitro, alpha interferon stimulated the activation of MV - specific B cells from MV - immune spleen cells.	MV,56,58,Organism/Species	MV,83,85,Organism/Species	"[{""token"": ""MV"", ""start_span"": 56, ""end_span"": 58, ""type"": ""Organism/Species""}, {""token"": ""MV"", ""start_span"": 83, ""end_span"": 85, ""type"": ""Organism/Species""}]"	train
Human pluripotent stem cells produce natural killer cells that mediate anti - HIV - 1 activity by utilizing diverse cellular mechanisms.	Human,0,5,Organism/Species	HIV - 1,78,85,Organism/Species	"[{""token"": ""Human"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Organism/Species""}, {""token"": ""HIV - 1"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Organism/Species""}]"	train
While NK cells have been shown to play an important role in the control of HIV - 1 replication, their functional activities are often compromised in HIV - 1 - infected individuals.	HIV - 1,75,82,Organism/Species	HIV - 1,149,156,Organism/Species	"[{""token"": ""HIV - 1"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Organism/Species""}, {""token"": ""HIV - 1"", ""start_span"": 149, ""end_span"": 156, ""type"": ""Organism/Species""}]"	train
Additional studies using HIV - 1 - infected human primary CD4 ( +) T cells illustrated that hESC - and iPSC - derived NK cells suppress HIV - 1 infection by at least three distinct cellular mechanisms: killing of infected targets through direct lysis, antibody - dependent cellular cytotoxicity, and production of chemokines and cytokines.	HIV - 1,25,32,Organism/Species	HIV - 1,136,143,Organism/Species	"[{""token"": ""HIV - 1"", ""start_span"": 25, ""end_span"": 32, ""type"": ""Organism/Species""}, {""token"": ""HIV - 1"", ""start_span"": 136, ""end_span"": 143, ""type"": ""Organism/Species""}]"	train
Yeast - elicited cross - reactive antibodies to HIV Env glycans efficiently neutralize virions expressing exclusively high - mannose N - linked glycans.	Yeast,0,5,Organism/Species	HIV,48,51,Organism/Species	"[{""token"": ""Yeast"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Organism/Species""}, {""token"": ""HIV"", ""start_span"": 48, ""end_span"": 51, ""type"": ""Organism/Species""}]"	train
When used to immunize rabbits, this yeast elicits antibodies that bind to gp120 - associated glycans but fail to neutralize virus.	rabbits,22,29,Organism/Species	yeast,36,41,Organism/Species	"[{""token"": ""rabbits"", ""start_span"": 22, ""end_span"": 29, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 36, ""end_span"": 41, ""type"": ""Organism/Species""}]"	train
Here we report that downregulation of SNM1, encoding a component of the RNase MRP, and a temperature - sensitive mutation in the NME1 gene, coding for the RNA component of RNase MRP, lead to reduced production of the endoribonucleolytically cleaved TBSV RNA in yeast.	TBSV,249,253,Organism/Species	yeast,261,266,Organism/Species	"[{""token"": ""TBSV"", ""start_span"": 249, ""end_span"": 253, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 261, ""end_span"": 266, ""type"": ""Organism/Species""}]"	train
Identification and structural characterization of the ALIX - binding late domains of simian immunodeficiency virus SIVmac239 and SIVagmTan - 1.	simian immunodeficiency virus,85,114,Organism/Species	SIVagmTan - 1,129,142,Organism/Species	"[{""token"": ""simian immunodeficiency virus"", ""start_span"": 85, ""end_span"": 114, ""type"": ""Organism/Species""}, {""token"": ""SIVagmTan - 1"", ""start_span"": 129, ""end_span"": 142, ""type"": ""Organism/Species""}]"	train
However, some simian immunodeficiency virus ( SIV) Gag proteins lack this consensus sequence, yet still bind ALIX.	simian immunodeficiency virus,14,43,Organism/Species	SIV,46,49,Organism/Species	"[{""token"": ""simian immunodeficiency virus"", ""start_span"": 14, ""end_span"": 43, ""type"": ""Organism/Species""}, {""token"": ""SIV"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Organism/Species""}]"	train
Variola and monkeypox viruses utilize conserved mechanisms of virion motility and release that depend on abl and SRC family tyrosine kinases.	Variola,0,7,Organism/Species	monkeypox viruses,12,29,Organism/Species	"[{""token"": ""Variola"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Organism/Species""}, {""token"": ""monkeypox viruses"", ""start_span"": 12, ""end_span"": 29, ""type"": ""Organism/Species""}]"	train
Vaccinia virus ( VacV) enters mammalian cells, replicates extranuclearly, and produces virions that move to the cell surface along microtubules, fuse with the plasma membrane, and move from infected cells toward apposing cells on actin - filled membranous protrusions or actin tails.	Vaccinia virus,0,14,Organism/Species	VacV,17,21,Organism/Species	"[{""token"": ""Vaccinia virus"", ""start_span"": 0, ""end_span"": 14, ""type"": ""Organism/Species""}, {""token"": ""VacV"", ""start_span"": 17, ""end_span"": 21, ""type"": ""Organism/Species""}]"	train
